project_name,turbine_code,turbine_name,latitude,longitude,location,height_meters,timezone_name,timezone_offset
Revolution_Wind,RWAH04,B24,41.175068,-71.21535,0101000020E610000064CC5D4BC8CD51C0BF49D3A068964440,458,Etc/GMT+5,-5
Revolution_Wind,RWAH05,B25,41.175495,-71.193239,0101000020E6100000F4531C075ECC51C046CEC29E76964440,458,Etc/GMT+5,-5
Revolution_Wind,RWAH06,B26,41.17581,-71.171264,0101000020E6100000DBBE47FDF5CA51C0A6272CF180964440,458,Etc/GMT+5,-5
Revolution_Wind,RWAH07,B27,41.176448,-71.149107,0101000020E6100000B32616F88AC951C0E9B81AD995964440,458,Etc/GMT+5,-5
Revolution_Wind,RWAH08,B28,41.176835,-71.127047,0101000020E61000008483BD8921C851C0E2E47E87A2964440,458,Etc/GMT+5,-5
Revolution_Wind,RWAH09,B29,41.177208,-71.105129,0101000020E61000001E37FC6EBAC651C0774B72C0AE964440,458,Etc/GMT+5,-5
Revolution_Wind,RWAJ02,B30,41.157544,-71.258844,0101000020E610000003B16CE690D051C02CD7DB662A944440,458,Etc/GMT+5,-5
Revolution_Wind,RWAJ03,B31,41.157849,-71.236882,0101000020E6100000B5C01E1329CF51C0685A626534944440,458,Etc/GMT+5,-5
Revolution_Wind,RWAJ04,B32,41.158381,-71.214944,0101000020E61000002C9E7AA4C1CD51C065A71FD445944440,458,Etc/GMT+5,-5
Revolution_Wind,RWAJ05,B33,41.158818,-71.191298,0101000020E61000009372F7393ECC51C01002F22554944440,458,Etc/GMT+5,-5
Revolution_Wind,RWAJ06,B34,41.159387,-71.170722,0101000020E61000004BADF71BEDCA51C02B3410CB66944440,458,Etc/GMT+5,-5
Revolution_Wind,RWAJ07,B35,41.159649,-71.148658,0101000020E61000007B12D89C83C951C068EBE0606F944440,458,Etc/GMT+5,-5
Revolution_Wind,RWAJ08,B36,41.160073,-71.12688,0101000020E61000000EA14ACD1EC851C07EFCA5457D944440,458,Etc/GMT+5,-5
Revolution_Wind,RWAJ09,B37,41.160559,-71.105316,0101000020E6100000B7EF517FBDC651C00B0A83328D944440,458,Etc/GMT+5,-5
Revolution_Wind,RWAJ10,B38,41.160649,-71.082491,0101000020E6100000B8CD548847C551C04B917C2590944440,458,Etc/GMT+5,-5
Revolution_Wind,RWAJ11,B39,41.161256,-71.060286,0101000020E6100000079ACFB9DBC351C053245F09A4944440,458,America/New_York,-5
Revolution_Wind,RWAJ12,B40,41.161599,-71.038294,0101000020E61000008368AD6873C251C07D08AA46AF944440,458,America/New_York,-5
Revolution_Wind,RWAJ13,B41,41.162285,-71.015909,0101000020E610000092AD2EA704C151C0D0D03FC1C5944440,458,America/New_York,-5
Revolution_Wind,RWAJ14,B42,41.162481,-70.994238,0101000020E6100000309C6B98A1BF51C0569C6A2DCC944440,458,America/New_York,-5
Revolution_Wind,RWAJ15,B43,41.162635,-70.972797,0101000020E61000006729594E42BE51C0AD174339D1944440,458,America/New_York,-5
Revolution_Wind,RWAK10,B46,41.144237,-71.082261,0101000020E61000001F2FA4C343C551C0C3EFA65B76924440,458,Etc/GMT+5,-5
Revolution_Wind,RWAK12,B47,41.144989,-71.037666,0101000020E6100000F48AA71E69C251C0CFA3E2FF8E924440,458,America/New_York,-5
Revolution_Wind,RWAL10,B50,41.127548,-71.080667,0101000020E610000074B7EBA529C551C0C9552C7E53904440,458,Etc/GMT+5,-5
Revolution_Wind,RWAL11,Z01,41.12778,-71.05925,0101000020E61000006F1283C0CAC351C09C8A54185B904440,458,Etc/GMT+5,-5
Revolution_Wind,RWAL12,B51,41.127536,-71.037066,0101000020E6100000C972124A5FC251C00588821953904440,458,Etc/GMT+5,-5
Revolution_Wind,RWAL18,B55,41.130575,-70.905001,0101000020E61000003A765089EBB951C06D567DAEB6904440,458,America/New_York,-5
Revolution_Wind,RWAL19,B56,41.13094,-70.882813,0101000020E6100000F4DE180280B851C07FDE54A4C2904440,458,America/New_York,-5
Revolution_Wind,RWAL20,B57,41.131276,-70.860857,0101000020E61000001762F54718B751C0F65FE7A6CD904440,458,America/New_York,-5
Revolution_Wind,RWAL21,B58,41.131453,-70.839784,0101000020E61000000FED6305BFB551C005FBAF73D3904440,458,America/New_York,-5
Revolution_Wind,RWAM11,B59,41.111116,-71.059123,0101000020E610000040DCD5ABC8C351C0FB07910C398E4440,458,Etc/GMT+5,-5
Revolution_Wind,RWAM12,B60,41.11134,-71.037536,0101000020E61000000D1B65FD66C251C04A5E9D63408E4440,458,Etc/GMT+5,-5
Revolution_Wind,RWAM14,B61,41.111758,-70.992793,0101000020E6100000A8ACA6EB89BF51C07F880D164E8E4440,458,America/New_York,-5
Revolution_Wind,RWAM17,B63,41.113278,-70.926913,0101000020E61000002F4FE78A52BB51C09BADBCE47F8E4440,458,America/New_York,-5
Revolution_Wind,RWAM18,B64,41.113901,-70.904537,0101000020E6100000684128EFE3B951C0A8FDD64E948E4440,458,America/New_York,-5
Revolution_Wind,RWAM19,B65,41.114372,-70.882281,0101000020E61000007638BA4A77B851C000CADFBDA38E4440,458,America/New_York,-5
Revolution_Wind,RWAM20,B66,41.114622,-70.860443,0101000020E61000009E44847F11B751C078B306EFAB8E4440,458,America/New_York,-5
Revolution_Wind,RWAM21,B67,41.115069,-70.838752,0101000020E6100000185DDE1CAEB551C047E4BB94BA8E4440,458,America/New_York,-5
Revolution_Wind,RWAN11,B68,41.094448,-71.05833,0101000020E61000000B98C0ADBBC351C018963FDF168C4440,458,Etc/GMT+5,-5
Revolution_Wind,RWAN12,B69,41.095066,-71.035309,0101000020E61000004910AE8042C251C0147B681F2B8C4440,458,Etc/GMT+5,-5
Revolution_Wind,RWAN13,B70,41.094591,-71.013941,0101000020E6100000B5C4CA68E4C051C07BBFD18E1B8C4440,458,Etc/GMT+5,-5
Revolution_Wind,RWAN14,B71,41.096698,-70.992298,0101000020E6100000B87878CF81BF51C058CB9D99608C4440,458,America/New_York,-5
Revolution_Wind,RWAN15,B72,41.096018,-70.970395,0101000020E6100000EC4CA1F31ABE51C0E6E95C514A8C4440,458,America/New_York,-5
Revolution_Wind,RWAN16,B73,41.096547,-70.948527,0101000020E6100000DF1797AAB4BC51C072C3EFA65B8C4440,458,America/New_York,-5
Revolution_Wind,RWAP11,B74,41.077856,-71.058031,0101000020E6100000DEC9A7C7B6C351C010E6762FF7894440,458,Etc/GMT+5,-5
Revolution_Wind,RWAP12,B75,41.078293,-71.035744,0101000020E6100000CEC133A149C251C0BC404981058A4440,458,Etc/GMT+5,-5
Revolution_Wind,RWAP13,B76,41.078854,-71.014562,0101000020E6100000EB707495EEC051C053944BE3178A4440,458,Etc/GMT+5,-5
Revolution_Wind,RWAP14,B77,41.079118,-70.990388,0101000020E61000007496598462BF51C03143E389208A4440,458,Etc/GMT+5,-5
Revolution_Wind,RWAP15,B78,41.079442,-70.969668,0101000020E610000093FE5E0A0FBE51C0E4F6CB272B8A4440,458,Etc/GMT+5,-5
Revolution_Wind,RWAP16,B79,41.079817,-70.947644,0101000020E61000000A100533A6BC51C019558671378A4440,458,America/New_York,-5
South_Fork,SFAM05,A01,41.108825,-71.190068,0101000020E61000000801F9122ACC51C05DFE43FAED8D4440,458,Etc/GMT+5,-5
South_Fork,SFAM06,A02,41.109222,-71.169067,0101000020E61000004DF564FED1CA51C07A008BFCFA8D4440,458,Etc/GMT+5,-5
South_Fork,SFAM07,A03,41.109635,-71.147026,0101000020E6100000596ABDDF68C951C09CBF0985088E4440,458,Etc/GMT+5,-5
South_Fork,SFAM08,A04,41.109257,-71.124958,0101000020E6100000E9D7D64FFFC751C0F6ED2422FC8D4440,458,Etc/GMT+5,-5
South_Fork,SFAN05,A07,41.092134,-71.190555,0101000020E6100000B745990D32CC51C0C26C020CCB8B4440,458,Etc/GMT+5,-5
South_Fork,SFAN06,A08,41.09197,-71.167711,0101000020E61000007C0BEBC6BBCA51C0481B47ACC58B4440,458,Etc/GMT+5,-5
South_Fork,SFAN08,A10,41.093392,-71.123405,0101000020E61000006DCA15DEE5C751C0A1DAE044F48B4440,458,Etc/GMT+5,-5
South_Fork,SFAN09,A11,41.093777,-71.102409,0101000020E61000003A747ADE8DC651C0FA0E7EE2008C4440,458,Etc/GMT+5,-5
South_Fork,SFAP05,A12,41.075463,-71.190001,0101000020E6100000444DF4F928CC51C06E8786C5A8894440,458,Etc/GMT+5,-5
South_Fork,SFAP06,Z01 OSS,41.07588,-71.16797,0101000020E6100000622D3E05C0CA51C0D235936FB6894440,458,Etc/GMT+5,-5
South_Fork,SFAP07,A13,41.076293,-71.14594,0101000020E610000068CBB91457C951C0F5F411F8C3894440,458,Etc/GMT+5,-5
South_Fork,SFAP08,A14,41.076701,-71.123909,0101000020E610000086AB0320EEC751C006499F56D1894440,458,Etc/GMT+5,-5
South_Fork,SFAP09,A15,41.07751,-71.10189,0101000020E61000008672A25D85C651C0758E01D9EB894440,458,Etc/GMT+5,-5
Vineyard_Wind,VWAL38,VW1 AL38,41.1370161,-70.4638911,0101000020E6100000F3D94B64B09D51C042435ABE89914440,458,America/New_York,-5
Vineyard_Wind,VWAM38,VW1 AM38,41.1203387,-70.4635204,0101000020E6100000D8C17751AA9D51C0B9782E42678F4440,458,America/New_York,-5
Vineyard_Wind,VWAM39,VW1 AM39,41.1206168,-70.4414663,0101000020E61000005032DEFB409C51C091AC0D5F708F4440,458,America/New_York,-5
Vineyard_Wind,VWAN36,VW1 AN36,41.1030927,-70.5072461,0101000020E610000082A158B876A051C0697A3F24328D4440,458,Etc/GMT+5,-5
Vineyard_Wind,VWAN37,VW1 AN37,41.1033791,-70.4851982,0101000020E6100000FF44C07C0D9F51C082CBBE863B8D4440,458,Etc/GMT+5,-5
Vineyard_Wind,VWAN38,VW1 AN38,41.1036612,-70.46315,0101000020E61000001DC9E53FA49D51C09BEE2BC5448D4440,458,Etc/GMT+5,-5
Vineyard_Wind,VWAN39,VW1 AN39,41.1039392,-70.4411014,0101000020E610000011CE5D013B9C51C0DE6234E14D8D4440,458,Etc/GMT+5,-5
Vineyard_Wind,VWAP35,VW1 AP35,41.0861251,-70.5289069,0101000020E61000003D88539CD9A151C0AFEEB325068B4440,458,Etc/GMT+5,-5
Vineyard_Wind,VWAP36,VW1 AP36,41.0864155,-70.5068649,0101000020E6100000613F7A7970A051C00A2FC1A90F8B4440,458,Etc/GMT+5,-5
Vineyard_Wind,VWAP37,VW1 AP37,41.0867017,-70.4848226,0101000020E610000026D75E55079F51C0F900930A198B4440,458,Etc/GMT+5,-5
Vineyard_Wind,VWAP38,VW1 AP38,41.0869837,-70.4627799,0101000020E6100000C1EF952F9E9D51C07D642948228B4440,458,Etc/GMT+5,-5
Vineyard_Wind,VWAP39,VW1 AP39,41.0872615,-70.4407369,0101000020E6100000FDE88A08359C51C0965984622B8B4440,458,Etc/GMT+5,-5
Vineyard_Wind,VWAP40,VW1 AP40,41.0875351,-70.4186937,0101000020E6100000A422A9E0CB9A51C044E0A359348B4440,458,Etc/GMT+5,-5
Vineyard_Wind,VWAP41,VW1 AP41,41.0878044,-70.3966501,0101000020E610000021DD19B7629951C0F338B12C3D8B4440,458,Etc/GMT+5,-5
Vineyard_Wind,VWAQ34,VW1 AQ34,41.0691535,-70.5505566,0101000020E610000034E6BF513CA351C0B4739A05DA884440,458,Etc/GMT+5,-5
Vineyard_Wind,VWAQ35,VW1 AQ35,41.069448,-70.5285205,0101000020E6100000FFB0A547D3A151C0E5620CACE3884440,458,Etc/GMT+5,-5
Vineyard_Wind,VWAQ36,VW1 AQ36,41.0697382,-70.506484,0101000020E6100000A0FCDD3B6AA051C016246C2EED884440,458,Etc/GMT+5,-5
Vineyard_Wind,VWAQ37,VW1 AQ37,41.0700243,-70.4844472,0101000020E6100000E228D42E019F51C07036678EF6884440,458,Etc/GMT+5,-5
Vineyard_Wind,VWAQ38,VW1 AQ38,41.0703061,-70.4624101,0101000020E6100000C4358820989D51C0CB1A50CAFF884440,458,Etc/GMT+5,-5
Vineyard_Wind,VWAQ39,VW1 AQ39,41.0705837,-70.4403727,0101000020E61000004723FA102F9C51C0BA90FDE208894440,458,Etc/GMT+5,-5
Vineyard_Wind,VWAQ40,VW1 AQ40,41.0708571,-70.418335,0101000020E61000006BF12900C69A51C03E986FD811894440,458,Etc/GMT+5,-5
Vineyard_Wind,VWAQ41,VW1 AQ41,41.0711263,-70.396297,0101000020E610000030A017EE5C9951C05831A6AA1A894440,458,Etc/GMT+5,-5
Vineyard_Wind,VWAQ42,VW1 AQ42,41.0713913,-70.3742587,0101000020E6100000952FC3DAF39751C0065CA15923894440,458,Etc/GMT+5,-5
Vineyard_Wind,VWAR33,VW1 AR33,41.0521781,-70.5721951,0101000020E61000009D5B32D89EA451C0A188A0C5AD864440,458,Etc/GMT+5,-5
Vineyard_Wind,VWAR34,VW1 AR34,41.0524766,-70.5501649,0101000020E61000000E3AD7E635A351C01367A08DB7864440,458,Etc/GMT+5,-5
Vineyard_Wind,VWAR35,VW1 AR35,41.0527709,-70.5281343,0101000020E61000005699CEF3CCA151C01AD76432C1864440,458,Etc/GMT+5,-5
Vineyard_Wind,VWAR36,VW1 AR36,41.0530609,-70.5061034,0101000020E61000003ED983FF63A051C0211917B3CA864440,458,Etc/GMT+5,-5
Vineyard_Wind,VWAR37,VW1 AR37,41.0533468,-70.4840722,0101000020E6100000C7F9F609FB9E51C052AC6411D4864440,458,Etc/GMT+5,-5
Vineyard_Wind,VWAR38,VW1 AR38,41.0536285,-70.4620407,0101000020E6100000F1FA2713929D51C018D1764CDD864440,458,Etc/GMT+5,-5
Vineyard_Wind,VWAR39,VW1 AR39,41.0539059,-70.4400088,0101000020E6100000F17CAB1A299C51C0DDC77663E6864440,458,Etc/GMT+5,-5
Vineyard_Wind,VWAR40,VW1 AR40,41.0541792,-70.4179767,0101000020E61000005C3F5821C09A51C0CD0F1258EF864440,458,Etc/GMT+5,-5
Vineyard_Wind,VWAR41,VW1 AR41,41.0544482,-70.3959442,0101000020E61000009E825726579951C0BD299B28F8864440,458,Etc/GMT+5,-5
Vineyard_Wind,VWAR42,VW1 AR42,41.054713,-70.3739115,0101000020E61000004B06802AEE9751C041D5E8D500874440,458,Etc/GMT+5,-5
Vineyard_Wind,VWAS32,VW1 AS32,41.0351987,-70.5938225,0101000020E61000004148163001A651C04DAE186481844440,458,Etc/GMT+5,-5
Vineyard_Wind,VWAS33,VW1 AS33,41.0355012,-70.5717982,0101000020E6100000593A7A5798A451C0007CA64D8B844440,458,Etc/GMT+5,-5
Vineyard_Wind,VWAS34,VW1 AS34,41.0357995,-70.5497735,0101000020E610000047AD307D2FA351C049DBF81395844440,458,Etc/GMT+5,-5
Vineyard_Wind,VWAS35,VW1 AS35,41.0360937,-70.5277485,0101000020E6100000D600A5A1C6A151C0BB8BE6B79E844440,458,Etc/GMT+5,-5
Vineyard_Wind,VWAS36,VW1 AS36,41.0363836,-70.5057231,0101000020E61000003BD56BC45DA051C02D0EC237A8844440,458,Etc/GMT+5,-5
Vineyard_Wind,VWAS37,VW1 AS37,41.0366693,-70.4836975,0101000020E61000000CEA5BE6F49E51C034226294B1844440,458,Etc/GMT+5,-5
Vineyard_Wind,VWAS38,VW1 AS38,41.0369508,-70.4616715,0101000020E6100000B27F9E068C9D51C0D0C7C6CDBA844440,458,Etc/GMT+5,-5
Vineyard_Wind,VWAS39,VW1 AS39,41.0372281,-70.4396452,0101000020E6100000FAF59E25239C51C001FFEFE3C3844440,458,Etc/GMT+5,-5
Vineyard_Wind,VWAS40,VW1 AS40,41.0375012,-70.4176186,0101000020E6100000E24C5D43BA9A51C0C7C7DDD6CC844440,458,Etc/GMT+5,-5
Vineyard_Wind,VWAS41,VW1 AS41,41.0377701,-70.3955918,0101000020E610000036E44460519951C0222290A6D5844440,458,Etc/GMT+5,-5
Vineyard_Wind,VWAS42,VW1 AS42,41.0380347,-70.3735646,0101000020E61000005FFC7E7BE89751C07C4E3052DE844440,458,Etc/GMT+5,-5
Vineyard_Wind,VWAT33,VW1 AT33,41.0188243,-70.5714016,0101000020E6100000743804D891A451C05F6FACD568824440,458,Etc/GMT+5,-5
Vineyard_Wind,VWAT34,VW1 AT34,41.0191225,-70.5493824,0101000020E6100000DF3FCC1429A351C0130F289B72824440,458,Etc/GMT+5,-5
Vineyard_Wind,VWAT35,VW1 AT35,41.0194164,-70.527363,0101000020E6100000B587BD50C0A151C0C680913C7C824440,458,Etc/GMT+5,-5
Vineyard_Wind,VWAT36,VW1 AT36,41.0197062,-70.5053432,0101000020E61000006250018B57A051C0A44396BB85824440,458,Etc/GMT+5,-5
Vineyard_Wind,VWAT37,VW1 AT37,41.0199917,-70.4833231,0101000020E6100000B0F902C4EE9E51C081D888168F824440,458,Etc/GMT+5,-5
Vineyard_Wind,VWAT38,VW1 AT38,41.0202731,-70.4613027,0101000020E61000009E83C2FB859D51C088BE164F98824440,458,Etc/GMT+5,-5
Vineyard_Wind,VWAT39,VW1 AT39,41.0205502,-70.4392819,0101000020E6100000628ED4311D9C51C090769263A1824440,458,Etc/GMT+5,-5
Vineyard_Wind,VWAT40,VW1 AT40,41.0208231,-70.4172609,0101000020E610000092D90F67B49A51C02CC0D254AA824440,458,Etc/GMT+5,-5
Vineyard_Wind,VWAT41,VW1 AT41,41.0210918,-70.3952396,0101000020E61000006205099B4B9951C05D9BD722B3824440,458,Etc/GMT+5,-5
Vineyard_Wind,VWAU36,VW1 AU36,41.0030287,-70.5049636,0101000020E6100000E8EAD85251A051C086B9933E63804440,458,Etc/GMT+5,-5
Vineyard_Wind,VWAU37,VW1 AU37,41.0033141,-70.482949,0101000020E6100000B328ECA2E89E51C0CE8EAF986C804440,458,Etc/GMT+5,-5
Vineyard_Wind,VWAU38,VW1 AU38,41.0035953,-70.4609341,0101000020E61000001E47BDF17F9D51C0ACF58FCF75804440,458,Etc/GMT+5,-5
Vineyard_Wind,VWAU39,VW1 AU39,41.0038722,-70.438919,0101000020E6100000F4A5B73F179C51C08A2E5EE27E804440,458,Etc/GMT+5,-5
Vineyard_Wind,VWAU40,VW1 AU40,41.004145,-70.4169035,0101000020E6100000A185048CAE9A51C091B8C7D287804440,458,Etc/GMT+5,-5
Vineyard_Wind,VWAV37,VW1 AV37,40.9866364,-70.4825752,0101000020E610000015771783E29E51C08785FF194A7E4440,458,Etc/GMT+5,-5
Vineyard_Wind,VWAV38,VW1 AV38,40.9869174,-70.4605659,0101000020E6100000C88965E9799D51C03B6D324F537E4440,458,Etc/GMT+5,-5
Vineyard_Wind,VWAV39,VW1 AV39,40.9871942,-70.4385563,0101000020E61000001B7D714E119C51C083E629615C7E4440,458,Etc/GMT+5,-5
Vineyard_Wind,VWAW38,VW1 AW38,40.9702395,-70.460198,0101000020E6100000D1EB4FE2739D51C0C9E4D4CE307C4440,458,Etc/GMT+5,-5
Vineyard_Wind,VWESP01,VW1 OSS,41.1200564,-70.4855742,0101000020E61000000232CFA5139F51C077D613025E8F4440,458,America/New_York,-5
